symbol,exchange,date,period,strike,out-of-the-money %,call/put,iv,delta
SX5E,N/A,03/30/17,360,4003.92,15,C,0.152052,0.139674
SX5E,N/A,03/30/17,360,2959.419,15,P,0.209697,-0.225446
SX5E,N/A,03/30/17,360,4178.004,20,C,0.147618,0.079916
SX5E,N/A,03/30/17,360,2785.336,20,P,0.223414,-0.160452
SX5E,N/A,03/30/17,360,4352.087,25,C,0.147097,0.04565
SX5E,N/A,03/30/17,360,2611.252,25,P,0.237826,-0.111499
SX5E,N/A,03/30/17,360,4526.171,30,C,0.147097,0.025257
SX5E,N/A,03/30/17,360,2437.169,30,P,0.255796,-0.077598
SX5E,N/A,03/30/17,360,4700.254,35,C,0.147097,0.013458
SX5E,N/A,03/30/17,360,2263.085,35,P,0.274574,-0.053288
SX5E,N/A,03/30/17,360,4874.338,40,C,0.147097,0.006933
SX5E,N/A,03/30/17,360,2089.002,40,P,0.29323,-0.035637
SX5E,N/A,03/30/17,360,5048.421,45,C,0.147097,0.003466
SX5E,N/A,03/30/17,360,1914.918,45,P,0.313998,-0.023663
SX5E,N/A,03/30/17,360,5222.505,50,C,0.147097,0.001687
SX5E,N/A,03/30/17,360,1740.835,50,P,0.336388,-0.015455
SX5E,N/A,03/30/17,360,5396.588,55,C,0.147097,0.000802
SX5E,N/A,03/30/17,360,1566.751,55,P,0.360381,-0.009849
SX5E,N/A,03/30/17,360,5570.672,60,C,0.147097,0.000373
SX5E,N/A,03/30/17,360,1392.668,60,P,0.371101,-0.004741
SX5E,N/A,03/30/17,720,3481.67,0,C,0.183455,0.415318
SX5E,N/A,03/30/17,720,3481.67,0,P,0.186045,-0.517793
SX5E,N/A,03/30/17,720,3655.753,5,C,0.178594,0.341096
SX5E,N/A,03/30/17,720,3307.586,5,P,0.191254,-0.442659
SX5E,N/A,03/30/17,720,3829.837,10,C,0.174512,0.272443
SX5E,N/A,03/30/17,720,3133.503,10,P,0.197815,-0.368672
SX5E,N/A,03/30/17,720,4003.92,15,C,0.17109,0.21184
SX5E,N/A,03/30/17,720,2959.419,15,P,0.205458,-0.299507
SX5E,N/A,03/30/17,720,4178.004,20,C,0.168351,0.160819
SX5E,N/A,03/30/17,720,2785.336,20,P,0.214286,-0.237734
SX5E,N/A,03/30/17,720,4352.087,25,C,0.16746,0.121595
SX5E,N/A,03/30/17,720,2611.252,25,P,0.224542,-0.1849
SX5E,N/A,03/30/17,720,4526.171,30,C,0.166783,0.090649
SX5E,N/A,03/30/17,720,2437.169,30,P,0.23538,-0.140754
SX5E,N/A,03/30/17,720,4700.254,35,C,0.166408,0.066934
SX5E,N/A,03/30/17,720,2263.085,35,P,0.247946,-0.105476
SX5E,N/A,03/30/17,720,4874.338,40,C,0.166101,0.048885
SX5E,N/A,03/30/17,720,2089.002,40,P,0.261418,-0.077526
SX5E,N/A,03/30/17,720,5048.421,45,C,0.165946,0.035451
SX5E,N/A,03/30/17,720,1914.918,45,P,0.277724,-0.056671
SX5E,N/A,03/30/17,720,5222.505,50,C,0.165946,0.025595
SX5E,N/A,03/30/17,720,1740.835,50,P,0.294855,-0.040526
SX5E,N/A,03/30/17,720,5396.588,55,C,0.165946,0.01835
SX5E,N/A,03/30/17,720,1566.751,55,P,0.314108,-0.028538
SX5E,N/A,03/30/17,720,5570.672,60,C,0.165946,0.013074
SX5E,N/A,03/30/17,720,1392.668,60,P,0.335415,-0.019651
SX5E,N/A,03/30/17,1080,3481.67,0,C,0.195291,0.41664
SX5E,N/A,03/30/17,1080,3481.67,0,P,0.197694,-0.495262
SX5E,N/A,03/30/17,1080,3655.753,5,C,0.193289,0.36246
SX5E,N/A,03/30/17,1080,3307.586,5,P,0.199981,-0.439112
SX5E,N/A,03/30/17,1080,3829.837,10,C,0.191633,0.312093
SX5E,N/A,03/30/17,1080,3133.503,10,P,0.202918,-0.381605
SX5E,N/A,03/30/17,1080,4003.92,15,C,0.190257,0.266235
SX5E,N/A,03/30/17,1080,2959.419,15,P,0.206573,-0.324538
SX5E,N/A,03/30/17,1080,4178.004,20,C,0.189154,0.225304
SX5E,N/A,03/30/17,1080,2785.336,20,P,0.210999,-0.269762
SX5E,N/A,03/30/17,1080,4352.087,25,C,0.188328,0.189434
SX5E,N/A,03/30/17,1080,2611.252,25,P,0.216285,-0.218963
SX5E,N/A,03/30/17,1080,4526.171,30,C,0.187172,0.157553
SX5E,N/A,03/30/17,1080,2437.169,30,P,0.224153,-0.174357
SX5E,N/A,03/30/17,1080,4700.254,35,C,0.188046,0.133057
SX5E,N/A,03/30/17,1080,2263.085,35,P,0.233456,-0.136248
SX5E,N/A,03/30/17,1080,4874.338,40,C,0.188605,0.111777
SX5E,N/A,03/30/17,1080,2089.002,40,P,0.244373,-0.10469
SX5E,N/A,03/30/17,1080,5048.421,45,C,0.188462,0.092785
SX5E,N/A,03/30/17,1080,1914.918,45,P,0.254135,-0.077714
SX5E,N/A,03/30/17,1080,5222.505,50,C,0.188477,0.076953
SX5E,N/A,03/30/17,1080,1740.835,50,P,0.265267,-0.056235
SX5E,N/A,03/30/17,1080,5396.588,55,C,0.189978,0.065404
SX5E,N/A,03/30/17,1080,1566.751,55,P,0.27789,-0.039572
SX5E,N/A,03/30/17,1080,5570.672,60,C,0.190815,0.055017
SX5E,N/A,03/30/17,1080,1392.668,60,P,0.292114,-0.026944
