symbol,exchange,date,period,strike,out-of-the-money %,call/put,iv,delta
SPY,NYSEArca,03/30/17,180,141.774,40,P,0.314164,-0.007748
SPY,NYSEArca,03/30/17,180,342.621,45,C,0.098706,0
SPY,NYSEArca,03/30/17,180,129.96,45,P,0.342455,-0.00464
SPY,NYSEArca,03/30/17,180,354.435,50,C,0.098706,0
SPY,NYSEArca,03/30/17,180,118.145,50,P,0.364915,-0.002338
SPY,NYSEArca,03/30/17,180,366.249,55,C,0.098706,0
SPY,NYSEArca,03/30/17,180,106.33,55,P,0.366637,-0.000629
SPY,NYSEArca,03/30/17,180,378.064,60,C,0.098706,0
SPY,NYSEArca,03/30/17,180,94.516,60,P,0.366637,-0.000115
SPY,NYSEArca,03/30/17,360,236.29,0,C,0.140543,0.505476
SPY,NYSEArca,03/30/17,360,236.29,0,P,0.14048,-0.473495
SPY,NYSEArca,03/30/17,360,248.104,5,C,0.123302,0.348273
SPY,NYSEArca,03/30/17,360,224.475,5,P,0.156407,-0.343631
SPY,NYSEArca,03/30/17,360,259.919,10,C,0.109124,0.190269
SPY,NYSEArca,03/30/17,360,212.661,10,P,0.172855,-0.243848
SPY,NYSEArca,03/30/17,360,271.733,15,C,0.100126,0.079695
SPY,NYSEArca,03/30/17,360,200.846,15,P,0.189618,-0.170673
SPY,NYSEArca,03/30/17,360,283.548,20,C,0.096785,0.028764
SPY,NYSEArca,03/30/17,360,189.032,20,P,0.206204,-0.117852
SPY,NYSEArca,03/30/17,360,295.362,25,C,0.100057,0.012417
SPY,NYSEArca,03/30/17,360,177.217,25,P,0.223009,-0.080218
SPY,NYSEArca,03/30/17,360,307.177,30,C,0.102943,0.005215
SPY,NYSEArca,03/30/17,360,165.403,30,P,0.240643,-0.054118
SPY,NYSEArca,03/30/17,360,318.991,35,C,0.103424,0.001775
SPY,NYSEArca,03/30/17,360,153.588,35,P,0.258956,-0.03607
SPY,NYSEArca,03/30/17,360,330.806,40,C,0.103424,0.00054
SPY,NYSEArca,03/30/17,360,141.774,40,P,0.277961,-0.023658
SPY,NYSEArca,03/30/17,360,342.621,45,C,0.103424,0.000153
SPY,NYSEArca,03/30/17,360,129.96,45,P,0.298164,-0.015296
SPY,NYSEArca,03/30/17,360,354.435,50,C,0.103424,0.000041
SPY,NYSEArca,03/30/17,360,118.145,50,P,0.317856,-0.009406
SPY,NYSEArca,03/30/17,360,366.249,55,C,0.103424,0.00001
SPY,NYSEArca,03/30/17,360,106.33,55,P,0.339741,-0.005683
SPY,NYSEArca,03/30/17,360,378.064,60,C,0.103424,0.000002
SPY,NYSEArca,03/30/17,360,94.516,60,P,0.366659,-0.003521
SPY,NYSEArca,03/30/17,720,236.29,0,C,0.1597,0.513695
SPY,NYSEArca,03/30/17,720,236.29,0,P,0.159153,-0.449823
SPY,NYSEArca,03/30/17,720,248.104,5,C,0.14847,0.420634
SPY,NYSEArca,03/30/17,720,224.475,5,P,0.17005,-0.364734
SPY,NYSEArca,03/30/17,720,259.919,10,C,0.13815,0.32302
SPY,NYSEArca,03/30/17,720,212.661,10,P,0.180928,-0.290694
SPY,NYSEArca,03/30/17,720,271.733,15,C,0.129207,0.229512
SPY,NYSEArca,03/30/17,720,200.846,15,P,0.192476,-0.228142
SPY,NYSEArca,03/30/17,720,283.548,20,C,0.121413,0.148687
SPY,NYSEArca,03/30/17,720,189.032,20,P,0.204049,-0.176349
SPY,NYSEArca,03/30/17,720,295.362,25,C,0.115078,0.087558
SPY,NYSEArca,03/30/17,720,177.217,25,P,0.215983,-0.134204
SPY,NYSEArca,03/30/17,720,307.177,30,C,0.111895,0.049957
SPY,NYSEArca,03/30/17,720,165.403,30,P,0.228123,-0.10031
SPY,NYSEArca,03/30/17,720,318.991,35,C,0.112012,0.029952
SPY,NYSEArca,03/30/17,720,153.588,35,P,0.240286,-0.0733
SPY,NYSEArca,03/30/17,720,330.806,40,C,0.111939,0.017316
SPY,NYSEArca,03/30/17,720,141.774,40,P,0.25407,-0.05318
SPY,NYSEArca,03/30/17,720,342.621,45,C,0.111888,0.009753
SPY,NYSEArca,03/30/17,720,129.96,45,P,0.268079,-0.037508
SPY,NYSEArca,03/30/17,720,354.435,50,C,0.111863,0.005371
SPY,NYSEArca,03/30/17,720,118.145,50,P,0.283599,-0.025991
SPY,NYSEArca,03/30/17,720,366.249,55,C,0.111863,0.0029
SPY,NYSEArca,03/30/17,720,106.33,55,P,0.299115,-0.017243
SPY,NYSEArca,03/30/17,720,378.064,60,C,0.111863,0.001537
SPY,NYSEArca,03/30/17,720,94.516,60,P,0.316059,-0.011029
SPY,NYSEArca,03/30/17,1080,236.29,0,C,0.169072,0.519742
SPY,NYSEArca,03/30/17,1080,236.29,0,P,0.167824,-0.431388
SPY,NYSEArca,03/30/17,1080,248.104,5,C,0.159741,0.449597
SPY,NYSEArca,03/30/17,1080,224.475,5,P,0.17638,-0.364258
SPY,NYSEArca,03/30/17,1080,259.919,10,C,0.151445,0.376633
SPY,NYSEArca,03/30/17,1080,212.661,10,P,0.185172,-0.303538
SPY,NYSEArca,03/30/17,1080,271.733,15,C,0.144697,0.305227
SPY,NYSEArca,03/30/17,1080,200.846,15,P,0.195522,-0.25017
SPY,NYSEArca,03/30/17,1080,283.548,20,C,0.137754,0.236345
SPY,NYSEArca,03/30/17,1080,189.032,20,P,0.205025,-0.203272
SPY,NYSEArca,03/30/17,1080,295.362,25,C,0.131479,0.174504
SPY,NYSEArca,03/30/17,1080,177.217,25,P,0.214497,-0.162549
SPY,NYSEArca,03/30/17,1080,307.177,30,C,0.125843,0.122345
SPY,NYSEArca,03/30/17,1080,165.403,30,P,0.224272,-0.127909
SPY,NYSEArca,03/30/17,1080,318.991,35,C,0.121701,0.082918
SPY,NYSEArca,03/30/17,1080,153.588,35,P,0.235494,-0.099623
SPY,NYSEArca,03/30/17,1080,330.806,40,C,0.118934,0.055138
SPY,NYSEArca,03/30/17,1080,141.774,40,P,0.246671,-0.075748
SPY,NYSEArca,03/30/17,1080,342.621,45,C,0.117002,0.036068
SPY,NYSEArca,03/30/17,1080,129.96,45,P,0.25852,-0.056616
SPY,NYSEArca,03/30/17,1080,354.435,50,C,0.116019,0.023683
SPY,NYSEArca,03/30/17,1080,118.145,50,P,0.272672,-0.041883
SPY,NYSEArca,03/30/17,1080,366.249,55,C,0.116019,0.015941
SPY,NYSEArca,03/30/17,1080,106.33,55,P,0.285632,-0.029673
SPY,NYSEArca,03/30/17,1080,378.064,60,C,0.116019,0.010619
SPY,NYSEArca,03/30/17,1080,94.516,60,P,0.29946,-0.020179
XEG,TSX,03/30/17,30,12.69,0,C,0.189209,0.508088
XEG,TSX,03/30/17,30,12.69,0,P,0.189097,-0.49119
XEG,TSX,03/30/17,30,13.324,5,C,0.17818,0.174543
XEG,TSX,03/30/17,30,12.055,5,P,0.194371,-0.172824
XEG,TSX,03/30/17,30,13.959,10,C,0.178798,0.03286
XEG,TSX,03/30/17,30,11.421,10,P,0.195554,-0.028591
XEG,TSX,03/30/17,30,14.593,15,C,0.178798,0.00339
XEG,TSX,03/30/17,30,10.786,15,P,0.214826,-0.003854
XEG,TSX,03/30/17,30,15.228,20,C,0.182248,0.000261
XEG,TSX,03/30/17,30,10.152,20,P,0.214826,-0.000132
XEG,TSX,03/30/17,30,15.862,25,C,0.182248,0.000011
XEG,TSX,03/30/17,30,9.517,25,P,0.214826,-0.000001
XEG,TSX,03/30/17,30,16.497,30,C,0.182248,0
XEG,TSX,03/30/17,30,8.883,30,P,0.214826,-0
XEG,TSX,03/30/17,30,17.132,35,C,0.182248,0
XEG,TSX,03/30/17,30,8.248,35,P,0.214826,-0
XEG,TSX,03/30/17,30,17.766,40,C,0.182248,0
XEG,TSX,03/30/17,30,7.614,40,P,0.214826,-0
XEG,TSX,03/30/17,30,18.4,45,C,0.182248,0
XEG,TSX,03/30/17,30,6.979,45,P,0.214826,-0
XEG,TSX,03/30/17,30,19.035,50,C,0.182248,0
XEG,TSX,03/30/17,30,6.345,50,P,0.214826,0
XEG,TSX,03/30/17,30,19.669,55,C,0.182248,0
XEG,TSX,03/30/17,30,5.71,55,P,0.214826,0
XEG,TSX,03/30/17,30,20.304,60,C,0.182248,0
XEG,TSX,03/30/17,30,5.076,60,P,0.214826,0
XEG,TSX,03/30/17,60,12.69,0,C,0.194481,0.511017
XEG,TSX,03/30/17,60,12.69,0,P,0.194197,-0.487294
XEG,TSX,03/30/17,60,13.324,5,C,0.185115,0.266303
XEG,TSX,03/30/17,60,12.055,5,P,0.211514,-0.26319
XEG,TSX,03/30/17,60,13.959,10,C,0.189093,0.112041
XEG,TSX,03/30/17,60,11.421,10,P,0.219246,-0.110818
XEG,TSX,03/30/17,60,14.593,15,C,0.189093,0.036301
XEG,TSX,03/30/17,60,10.786,15,P,0.219246,-0.031094
XEG,TSX,03/30/17,60,15.228,20,C,0.189093,0.009379
XEG,TSX,03/30/17,60,10.152,20,P,0.219246,-0.005436
XEG,TSX,03/30/17,60,15.862,25,C,0.189093,0.001972
XEG,TSX,03/30/17,60,9.517,25,P,0.219246,-0.000533
XEG,TSX,03/30/17,60,16.497,30,C,0.189093,0.000344
XEG,TSX,03/30/17,60,8.883,30,P,0.219246,-0.000026
XEG,TSX,03/30/17,60,17.132,35,C,0.189093,0.000051
XEG,TSX,03/30/17,60,8.248,35,P,0.219246,-0.000001
XEG,TSX,03/30/17,60,17.766,40,C,0.189093,0.000006
XEG,TSX,03/30/17,60,7.614,40,P,0.219246,-0
XEG,TSX,03/30/17,60,18.4,45,C,0.189093,0.000001
XEG,TSX,03/30/17,60,6.979,45,P,0.219246,-0
XEG,TSX,03/30/17,60,19.035,50,C,0.189093,0
XEG,TSX,03/30/17,60,6.345,50,P,0.219246,-0
XEG,TSX,03/30/17,60,19.669,55,C,0.189093,0
XEG,TSX,03/30/17,60,5.71,55,P,0.219246,-0
XEG,TSX,03/30/17,60,20.304,60,C,0.189093,0
XEG,TSX,03/30/17,60,5.076,60,P,0.219246,0
XEG,TSX,03/30/17,90,12.69,0,C,0.202702,0.515296
XEG,TSX,03/30/17,90,12.69,0,P,0.202359,-0.48203
XEG,TSX,03/30/17,90,13.324,5,C,0.195976,0.32136
XEG,TSX,03/30/17,90,12.055,5,P,0.213271,-0.297296
XEG,TSX,03/30/17,90,13.959,10,C,0.195081,0.172052
XEG,TSX,03/30/17,90,11.421,10,P,0.216528,-0.152091
XEG,TSX,03/30/17,90,14.593,15,C,0.195024,0.080005
XEG,TSX,03/30/17,90,10.786,15,P,0.21824,-0.060889
XEG,TSX,03/30/17,90,15.228,20,C,0.195024,0.032572
XEG,TSX,03/30/17,90,10.152,20,P,0.21824,-0.01758
XEG,TSX,03/30/17,90,15.862,25,C,0.195024,0.011737
XEG,TSX,03/30/17,90,9.517,25,P,0.21824,-0.003448
XEG,TSX,03/30/17,90,16.497,30,C,0.195024,0.003787
XEG,TSX,03/30/17,90,8.883,30,P,0.21824,-0.000421
XEG,TSX,03/30/17,90,17.132,35,C,0.195024,0.001106
XEG,TSX,03/30/17,90,8.248,35,P,0.21824,-0.000029
XEG,TSX,03/30/17,90,17.766,40,C,0.195024,0.000296
XEG,TSX,03/30/17,90,7.614,40,P,0.21824,-0.000001
XEG,TSX,03/30/17,90,18.4,45,C,0.195024,0.000073
XEG,TSX,03/30/17,90,6.979,45,P,0.21824,-0
XEG,TSX,03/30/17,90,19.035,50,C,0.195024,0.000017
XEG,TSX,03/30/17,90,6.345,50,P,0.21824,-0
XEG,TSX,03/30/17,90,19.669,55,C,0.195024,0.000004
XEG,TSX,03/30/17,90,5.71,55,P,0.21824,-0
XEG,TSX,03/30/17,90,20.304,60,C,0.195024,0.000001
XEG,TSX,03/30/17,90,5.076,60,P,0.21824,-0
XEG,TSX,03/30/17,120,12.69,0,C,0.210018,0.51592
XEG,TSX,03/30/17,120,12.69,0,P,0.209654,-0.479693
XEG,TSX,03/30/17,120,13.324,5,C,0.2039,0.352694
XEG,TSX,03/30/17,120,12.055,5,P,0.217962,-0.321505
XEG,TSX,03/30/17,120,13.959,10,C,0.201637,0.216231
XEG,TSX,03/30/17,120,11.421,10,P,0.224559,-0.191213
XEG,TSX,03/30/17,120,14.593,15,C,0.201491,0.121043
XEG,TSX,03/30/17,120,10.786,15,P,0.22887,-0.097967
XEG,TSX,03/30/17,120,15.228,20,C,0.201491,0.062055
XEG,TSX,03/30/17,120,10.152,20,P,0.22887,-0.039652
XEG,TSX,03/30/17,120,15.862,25,C,0.201491,0.029326
XEG,TSX,03/30/17,120,9.517,25,P,0.22887,-0.012346
XEG,TSX,03/30/17,120,16.497,30,C,0.201491,0.012872
XEG,TSX,03/30/17,120,8.883,30,P,0.22887,-0.002789
XEG,TSX,03/30/17,120,17.132,35,C,0.201491,0.005286
XEG,TSX,03/30/17,120,8.248,35,P,0.22887,-0.000425
XEG,TSX,03/30/17,120,17.766,40,C,0.201491,0.002045
XEG,TSX,03/30/17,120,7.614,40,P,0.22887,-0.00004
XEG,TSX,03/30/17,120,18.4,45,C,0.201491,0.00075
XEG,TSX,03/30/17,120,6.979,45,P,0.22887,-0.000002
XEG,TSX,03/30/17,120,19.035,50,C,0.201491,0.000262
XEG,TSX,03/30/17,120,6.345,50,P,0.22887,-0
XEG,TSX,03/30/17,120,19.669,55,C,0.201491,0.000088
XEG,TSX,03/30/17,120,5.71,55,P,0.22887,-0
XEG,TSX,03/30/17,120,20.304,60,C,0.201491,0.000028
XEG,TSX,03/30/17,120,5.076,60,P,0.22887,-0
XEG,TSX,03/30/17,150,12.69,0,C,0.214287,0.515418
XEG,TSX,03/30/17,150,12.69,0,P,0.213911,-0.478077
XEG,TSX,03/30/17,150,13.324,5,C,0.20851,0.371929
XEG,TSX,03/30/17,150,12.055,5,P,0.220729,-0.337662
XEG,TSX,03/30/17,150,13.959,10,C,0.205469,0.246578
XEG,TSX,03/30/17,150,11.421,10,P,0.229243,-0.218754
XEG,TSX,03/30/17,150,14.593,15,C,0.205273,0.153157
XEG,TSX,03/30/17,150,10.786,15,P,0.235017,-0.127079
XEG,TSX,03/30/17,150,15.228,20,C,0.205273,0.089186
XEG,TSX,03/30/17,150,10.152,20,P,0.235017,-0.061759
XEG,TSX,03/30/17,150,15.862,25,C,0.205273,0.048908
XEG,TSX,03/30/17,150,9.517,25,P,0.235017,-0.024533
XEG,TSX,03/30/17,150,16.497,30,C,0.205273,0.025396
XEG,TSX,03/30/17,150,8.883,30,P,0.235017,-0.007643
XEG,TSX,03/30/17,150,17.132,35,C,0.205273,0.012554
XEG,TSX,03/30/17,150,8.248,35,P,0.235017,-0.001767
XEG,TSX,03/30/17,150,17.766,40,C,0.205273,0.005937
XEG,TSX,03/30/17,150,7.614,40,P,0.235017,-0.000282
XEG,TSX,03/30/17,150,18.4,45,C,0.205273,0.002698
XEG,TSX,03/30/17,150,6.979,45,P,0.235017,-0.000028
XEG,TSX,03/30/17,150,19.035,50,C,0.205273,0.001184
XEG,TSX,03/30/17,150,6.345,50,P,0.235017,-0.000002
XEG,TSX,03/30/17,150,19.669,55,C,0.205273,0.000503
XEG,TSX,03/30/17,150,5.71,55,P,0.235017,-0
XEG,TSX,03/30/17,150,20.304,60,C,0.205273,0.000208
XEG,TSX,03/30/17,150,5.076,60,P,0.235017,-0
XEG,TSX,03/30/17,180,12.69,0,C,0.216392,0.515673
XEG,TSX,03/30/17,180,12.69,0,P,0.216031,-0.47587
XEG,TSX,03/30/17,180,13.324,5,C,0.211047,0.385918
XEG,TSX,03/30/17,180,12.055,5,P,0.221908,-0.348049
XEG,TSX,03/30/17,180,13.959,10,C,0.207943,0.269845
XEG,TSX,03/30/17,180,11.421,10,P,0.230662,-0.237411
XEG,TSX,03/30/17,180,14.593,15,C,0.207589,0.179215
XEG,TSX,03/30/17,180,10.786,15,P,0.236657,-0.148451
XEG,TSX,03/30/17,180,15.228,20,C,0.207484,0.113106
XEG,TSX,03/30/17,180,10.152,20,P,0.236657,-0.079714
XEG,TSX,03/30/17,180,15.862,25,C,0.207484,0.068148
XEG,TSX,03/30/17,180,9.517,25,P,0.236657,-0.036356
XEG,TSX,03/30/17,180,16.497,30,C,0.207484,0.039337
XEG,TSX,03/30/17,180,8.883,30,P,0.236657,-0.01358
XEG,TSX,03/30/17,180,17.132,35,C,0.207484,0.021844
XEG,TSX,03/30/17,180,8.248,35,P,0.236657,-0.003969
XEG,TSX,03/30/17,180,17.766,40,C,0.207484,0.011714
XEG,TSX,03/30/17,180,7.614,40,P,0.236657,-0.000857
XEG,TSX,03/30/17,180,18.4,45,C,0.207484,0.006089
XEG,TSX,03/30/17,180,6.979,45,P,0.236657,-0.000127
XEG,TSX,03/30/17,180,19.035,50,C,0.207484,0.003077
XEG,TSX,03/30/17,180,6.345,50,P,0.236657,-0.000012
XEG,TSX,03/30/17,180,19.669,55,C,0.207484,0.001517
XEG,TSX,03/30/17,180,5.71,55,P,0.236657,-0.000001
XEG,TSX,03/30/17,180,20.304,60,C,0.207484,0.000731
XEG,TSX,03/30/17,180,5.076,60,P,0.236657,-0
XEG,TSX,03/30/17,360,12.69,0,C,0.219193,0.518811
XEG,TSX,03/30/17,360,12.69,0,P,0.219008,-0.462464
XEG,TSX,03/30/17,360,13.324,5,C,0.215552,0.428927
XEG,TSX,03/30/17,360,12.055,5,P,0.222553,-0.372404
XEG,TSX,03/30/17,360,13.959,10,C,0.213675,0.345103
XEG,TSX,03/30/17,360,11.421,10,P,0.226519,-0.287096
XEG,TSX,03/30/17,360,14.593,15,C,0.210554,0.26843
XEG,TSX,03/30/17,360,10.786,15,P,0.231805,-0.211774
XEG,TSX,03/30/17,360,15.228,20,C,0.208498,0.203477
XEG,TSX,03/30/17,360,10.152,20,P,0.239606,-0.149909
XEG,TSX,03/30/17,360,15.862,25,C,0.208498,0.152675
XEG,TSX,03/30/17,360,9.517,25,P,0.241749,-0.097528
XEG,TSX,03/30/17,360,16.497,30,C,0.208498,0.112503
XEG,TSX,03/30/17,360,8.883,30,P,0.24205,-0.057032
XEG,TSX,03/30/17,360,17.132,35,C,0.208498,0.081558
XEG,TSX,03/30/17,360,8.248,35,P,0.24205,-0.029556
XEG,TSX,03/30/17,360,17.766,40,C,0.208498,0.058262
XEG,TSX,03/30/17,360,7.614,40,P,0.24205,-0.013231
XEG,TSX,03/30/17,360,18.4,45,C,0.208498,0.041074
XEG,TSX,03/30/17,360,6.979,45,P,0.24205,-0.004933
XEG,TSX,03/30/17,360,19.035,50,C,0.208498,0.028617
XEG,TSX,03/30/17,360,6.345,50,P,0.24205,-0.001459
XEG,TSX,03/30/17,360,19.669,55,C,0.208498,0.019728
XEG,TSX,03/30/17,360,5.71,55,P,0.24205,-0.00032
XEG,TSX,03/30/17,360,20.304,60,C,0.208498,0.013473
XEG,TSX,03/30/17,360,5.076,60,P,0.24205,-0.000047
XEG,TSX,03/30/17,720,12.69,0,C,0.217771,0.535083
XEG,TSX,03/30/17,720,12.69,0,P,0.21729,-0.437393
XEG,TSX,03/30/17,720,13.324,5,C,0.215255,0.471908
XEG,TSX,03/30/17,720,12.055,5,P,0.216801,-0.373284
XEG,TSX,03/30/17,720,13.959,10,C,0.219434,0.416315
XEG,TSX,03/30/17,720,11.421,10,P,0.224902,-0.311239
XEG,TSX,03/30/17,720,14.593,15,C,0.215946,0.358495
XEG,TSX,03/30/17,720,10.786,15,P,0.232796,-0.254491
XEG,TSX,03/30/17,720,15.228,20,C,0.213372,0.3052
XEG,TSX,03/30/17,720,10.152,20,P,0.238659,-0.202776
XEG,TSX,03/30/17,720,15.862,25,C,0.213372,0.259907
XEG,TSX,03/30/17,720,9.517,25,P,0.245617,-0.157661
XEG,TSX,03/30/17,720,16.497,30,C,0.213372,0.219835
XEG,TSX,03/30/17,720,8.883,30,P,0.251573,-0.118514
XEG,TSX,03/30/17,720,17.132,35,C,0.213372,0.184807
XEG,TSX,03/30/17,720,8.248,35,P,0.251573,-0.082185
XEG,TSX,03/30/17,720,17.766,40,C,0.213372,0.154513
XEG,TSX,03/30/17,720,7.614,40,P,0.251573,-0.053096
XEG,TSX,03/30/17,720,18.4,45,C,0.213372,0.128554
XEG,TSX,03/30/17,720,6.979,45,P,0.251573,-0.031412
XEG,TSX,03/30/17,720,19.035,50,C,0.213372,0.106492
XEG,TSX,03/30/17,720,6.345,50,P,0.251573,-0.01663
XEG,TSX,03/30/17,720,19.669,55,C,0.213372,0.087874
XEG,TSX,03/30/17,720,5.71,55,P,0.251573,-0.007634
XEG,TSX,03/30/17,720,20.304,60,C,0.213372,0.072263
XEG,TSX,03/30/17,720,5.076,60,P,0.251573,-0.002906
XEG,TSX,03/30/17,1080,12.69,0,C,0.217771,0.538485
XEG,TSX,03/30/17,1080,12.69,0,P,0.21729,-0.421433
XEG,TSX,03/30/17,1080,13.324,5,C,0.215255,0.487456
XEG,TSX,03/30/17,1080,12.055,5,P,0.216801,-0.369668
XEG,TSX,03/30/17,1080,13.959,10,C,0.219434,0.442996
XEG,TSX,03/30/17,1080,11.421,10,P,0.224902,-0.318204
XEG,TSX,03/30/17,1080,14.593,15,C,0.215946,0.395041
XEG,TSX,03/30/17,1080,10.786,15,P,0.232796,-0.270395
XEG,TSX,03/30/17,1080,15.228,20,C,0.213372,0.349905
XEG,TSX,03/30/17,1080,10.152,20,P,0.238659,-0.2258
XEG,TSX,03/30/17,1080,15.862,25,C,0.213372,0.310704
XEG,TSX,03/30/17,1080,9.517,25,P,0.245617,-0.185371
XEG,TSX,03/30/17,1080,16.497,30,C,0.213372,0.274857
XEG,TSX,03/30/17,1080,8.883,30,P,0.251573,-0.148601
XEG,TSX,03/30/17,1080,17.132,35,C,0.213372,0.242329
XEG,TSX,03/30/17,1080,8.248,35,P,0.251573,-0.112755
XEG,TSX,03/30/17,1080,17.766,40,C,0.213372,0.213013
XEG,TSX,03/30/17,1080,7.614,40,P,0.251573,-0.081536
XEG,TSX,03/30/17,1080,18.4,45,C,0.213372,0.186749
XEG,TSX,03/30/17,1080,6.979,45,P,0.251573,-0.055482
XEG,TSX,03/30/17,1080,19.035,50,C,0.213372,0.16334
XEG,TSX,03/30/17,1080,6.345,50,P,0.251573,-0.034974
XEG,TSX,03/30/17,1080,19.669,55,C,0.213372,0.142572
XEG,TSX,03/30/17,1080,5.71,55,P,0.251573,-0.01999
XEG,TSX,03/30/17,1080,20.304,60,C,0.213372,0.124219
XEG,TSX,03/30/17,1080,5.076,60,P,0.251573,-0.01005
XIU,TSX,03/30/17,30,23.06,0,C,0.094645,0.511291
XIU,TSX,03/30/17,30,23.06,0,P,0.093506,-0.490056
XIU,TSX,03/30/17,30,24.213,5,C,0.081846,0.020156
XIU,TSX,03/30/17,30,21.907,5,P,0.117658,-0.060648
XIU,TSX,03/30/17,30,25.366,10,C,0.081401,0.000025
XIU,TSX,03/30/17,30,20.754,10,P,0.15049,-0.006701
XIU,TSX,03/30/17,30,26.519,15,C,0.081401,0
XIU,TSX,03/30/17,30,19.601,15,P,0.15049,-0.000073
XIU,TSX,03/30/17,30,27.672,20,C,0.081401,0
XIU,TSX,03/30/17,30,18.448,20,P,0.15049,-0
XIU,TSX,03/30/17,30,28.825,25,C,0.081401,0
XIU,TSX,03/30/17,30,17.295,25,P,0.15049,-0
XIU,TSX,03/30/17,30,29.978,30,C,0.081401,0
XIU,TSX,03/30/17,30,16.142,30,P,0.15049,-0
XIU,TSX,03/30/17,30,31.131,35,C,0.081401,0
XIU,TSX,03/30/17,30,14.989,35,P,0.15049,-0
XIU,TSX,03/30/17,30,32.284,40,C,0.081401,0
XIU,TSX,03/30/17,30,13.836,40,P,0.15049,0
XIU,TSX,03/30/17,30,33.437,45,C,0.081401,0
XIU,TSX,03/30/17,30,12.683,45,P,0.15049,0
XIU,TSX,03/30/17,30,34.59,50,C,0.081401,0
XIU,TSX,03/30/17,30,11.53,50,P,0.15049,0
XIU,TSX,03/30/17,30,35.743,55,C,0.081401,0
XIU,TSX,03/30/17,30,10.377,55,P,0.15049,0
XIU,TSX,03/30/17,30,36.896,60,C,0.081401,0
XIU,TSX,03/30/17,30,9.224,60,P,0.15049,0
XIU,TSX,03/30/17,60,23.06,0,C,0.106561,0.500741
XIU,TSX,03/30/17,60,23.06,0,P,0.105287,-0.497711
XIU,TSX,03/30/17,60,24.213,5,C,0.090854,0.09214
XIU,TSX,03/30/17,60,21.907,5,P,0.145014,-0.186417
XIU,TSX,03/30/17,60,25.366,10,C,0.090854,0.004796
XIU,TSX,03/30/17,60,20.754,10,P,0.180719,-0.071445
XIU,TSX,03/30/17,60,26.519,15,C,0.090854,0.000073
XIU,TSX,03/30/17,60,19.601,15,P,0.180719,-0.012385
XIU,TSX,03/30/17,60,27.672,20,C,0.090854,0
XIU,TSX,03/30/17,60,18.448,20,P,0.180719,-0.001062
XIU,TSX,03/30/17,60,28.825,25,C,0.090854,0
XIU,TSX,03/30/17,60,17.295,25,P,0.180719,-0.000039
XIU,TSX,03/30/17,60,29.978,30,C,0.090854,0
XIU,TSX,03/30/17,60,16.142,30,P,0.180719,-0
XIU,TSX,03/30/17,60,31.131,35,C,0.090854,0
XIU,TSX,03/30/17,60,14.989,35,P,0.180719,-0
XIU,TSX,03/30/17,60,32.284,40,C,0.090854,0
XIU,TSX,03/30/17,60,13.836,40,P,0.180719,-0
XIU,TSX,03/30/17,60,33.437,45,C,0.090854,0
XIU,TSX,03/30/17,60,12.683,45,P,0.180719,-0
XIU,TSX,03/30/17,60,34.59,50,C,0.090854,0
XIU,TSX,03/30/17,60,11.53,50,P,0.180719,-0
XIU,TSX,03/30/17,60,35.743,55,C,0.090854,0
XIU,TSX,03/30/17,60,10.377,55,P,0.180719,0
XIU,TSX,03/30/17,60,36.896,60,C,0.090854,0
XIU,TSX,03/30/17,60,9.224,60,P,0.180719,0
XIU,TSX,03/30/17,90,23.06,0,C,0.118767,0.471797
XIU,TSX,03/30/17,90,23.06,0,P,0.118459,-0.521091
XIU,TSX,03/30/17,90,24.213,5,C,0.10434,0.152739
XIU,TSX,03/30/17,90,21.907,5,P,0.149161,-0.25339
XIU,TSX,03/30/17,90,25.366,10,C,0.10434,0.027361
XIU,TSX,03/30/17,90,20.754,10,P,0.175052,-0.115513
XIU,TSX,03/30/17,90,26.519,15,C,0.10434,0.002733
XIU,TSX,03/30/17,90,19.601,15,P,0.176564,-0.032949
XIU,TSX,03/30/17,90,27.672,20,C,0.10434,0.00016
XIU,TSX,03/30/17,90,18.448,20,P,0.176564,-0.005705
XIU,TSX,03/30/17,90,28.825,25,C,0.10434,0.000006
XIU,TSX,03/30/17,90,17.295,25,P,0.176564,-0.000546
XIU,TSX,03/30/17,90,29.978,30,C,0.10434,0
XIU,TSX,03/30/17,90,16.142,30,P,0.176564,-0.000025
XIU,TSX,03/30/17,90,31.131,35,C,0.10434,0
XIU,TSX,03/30/17,90,14.989,35,P,0.176564,-0
XIU,TSX,03/30/17,90,32.284,40,C,0.10434,0
XIU,TSX,03/30/17,90,13.836,40,P,0.176564,-0
XIU,TSX,03/30/17,90,33.437,45,C,0.10434,0
XIU,TSX,03/30/17,90,12.683,45,P,0.176564,-0
XIU,TSX,03/30/17,90,34.59,50,C,0.10434,0
XIU,TSX,03/30/17,90,11.53,50,P,0.176564,-0
XIU,TSX,03/30/17,90,35.743,55,C,0.10434,0
XIU,TSX,03/30/17,90,10.377,55,P,0.176564,-0
XIU,TSX,03/30/17,90,36.896,60,C,0.10434,0
XIU,TSX,03/30/17,90,9.224,60,P,0.176564,0
XIU,TSX,03/30/17,120,23.06,0,C,0.12093,0.467048
XIU,TSX,03/30/17,120,23.06,0,P,0.120655,-0.523118
XIU,TSX,03/30/17,120,24.213,5,C,0.104157,0.179697
XIU,TSX,03/30/17,120,21.907,5,P,0.144575,-0.280458
